= Evis bin 1: 0 - 0.5GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear
NR_nubar_p_CC_1Pi             (-1) | -1.43        | 0.000183  | -0.0143   | -0.528      | 0         | 0         | -0.00695  | -0.877    | 0.0379    | 0.0379    | 0.0379    | 0.0379    | 0.0916    | -0.804    | 0.0782    | -0.13
flux_Nov17_4                  ( 1) | 1.17         | 0.0668    | 0.00452   | 0.28        | 0.328     | 0.0304    | 0.00468   | 0.458     | 0.0288    | 0.0026    | -0.000124 | 0.457     | 0.00121   | -0.046    | 0.00313   | 0.0103
RecoEnergyInvSqrtFD           ( 1) | -1.08        | -0.139    | -0.0453   | -1.06       | 0.463     | 0.0725    | 0.0236    | -0.393    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.393
EMRecoUncorrInvSqrtFD         ( 1) | -1.06        | -0.147    | -0.0585   | -0.842      | 0.38      | 0.0483    | 0.0236    | -0.46     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.46
NR_nubar_n_CC_2Pi             (-1) | -0.941       | -0.00985  | -0.00796  | -0.369      | 0         | 0         | -0.0453   | -0.509    | -0.0306   | -0.0306   | -0.0306   | -0.0306   | -0.0213   | -0.655    | 0.0558    | 0.0214
ERecoScaleMuLArND             (-1) | -0.891       | 0         | 0         | 0           | 0         | 0         | 0         | -0.891    | -0.0351   | 0         | 0         | 0         | -0.854    | 0         | 0         | 0
NR_nu_n_CC_2Pi                (-1) | -0.829       | 0         | -0.0366   | -0.202      | -0.638    | 0         | -0.0205   | 0.0682    | 0.0682    | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_10                 ( 1) | 0.778        | 0.0052    | 0.0203    | 0.327       | 0.383     | 0.117     | 0.0116    | -0.0867   | -0.0687   | -0.00374  | -4.23e-07 | -0.0143   | -1.4e-06  | -1.55e-07 | 1.32e-09  | 7.45e-08
NR_nubar_p_CC_2Pi             (-1) | -0.709       | -0.00982  | -0.0112   | -0.264      | 0         | 0         | 0         | -0.424    | 0.0275    | 0.0275    | 0.0275    | 0.0275    | 0.0519    | -0.55     | 0.134     | 0.0241
ChargedHadRecoUncorrFD        (-1) | 0.666        | 0.0492    | -0.0117   | 0.733       | -0.0685   | 0.0242    | -0.0965   | 0.0364    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0364
flux_Nov17_11                 (-1) | 0.626        | 0.0177    | 0.022     | 0.0334      | 0.395     | 0.1       | 0.00962   | 0.0481    | -0.073    | -0.00207  | 0.000537  | 0.142     | 0.000311  | -0.0226   | 0.00202   | 0.0045
ChargedHadRecoUncorrInvSqrtFD ( 1) | -0.578       | -0.0604   | -0.038    | -0.736      | 0.354     | -0.0966   | -0.0417   | 0.0408    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0408
NR_nu_p_CC_2Pi                ( 1) | 0.575        | 0         | 0.00752   | 0.108       | 0.441     | 0         | 0.0378    | -0.02     | -0.02     | 0         | -4.68e-07 | 0         | 0         | 0         | 0         | 0
MuonRecoResFD                 (-1) | -0.57        | 0.00698   | -0.0779   | 0.102       | -0.0786   | -0.314    | -0.107    | -0.101    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.101
NR_nu_n_CC_3Pi                ( 1) | 0.551        | 0         | 0.0308    | 0.315       | 0.23      | 0         | 0.0154    | -0.0409   | -0.0409   | 0         | 3.2e-08   | 0         | 0         | 0         | 0         | 0
BeRPA_D                       (-1) | -0.549       | 0.00323   | -0.0346   | -0.181      | -0.312    | 0         | 0         | -0.0244   | 0.0495    | 0.00649   | 0.00649   | 0.00649   | 0.000997  | -0.0633   | -0.0203   | 0.0348
nuenumu_xsec_ratio            ( 1) | -0.505       | 0.00406   | 0         | -0.202      | -0.0664   | 0         | 0         | -0.241    | -0.283    | -0.283    | -0.283    | -0.283    | -0.283    | -0.283    | -0.214    | -0.309
ERecoScaleMuLArInvSqrtND      (-1) | -0.445       | 0         | 0         | 0           | 0         | 0         | 0         | -0.445    | -0.0174   | 0         | 0         | 0         | -0.428    | 0         | 0         | 0
NR_nu_p_NC_3Pi                (-1) | -0.442       | 0         | 0         | 0           | 0         | -0.458    | 0         | 0.016     | 0         | 0.016     | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_19                 (-1) | 0.437        | -0.00464  | 0.019     | 0.00175     | 0.329     | 0.0922    | 0.00901   | -0.00942  | -0.0557   | -0.00265  | -0.000107 | 0.0404    | 0.000358  | 0.00988   | -0.00155  | -0.000775
MaCCRES                       ( 1) | 0.431        | -0.000428 | 0.0103    | 0.154       | 0.167     | 0         | 0.00182   | 0.0979    | -0.0269   | -0.00556  | -0.00556  | -0.00556  | -0.00545  | 0.108     | 0.000113  | -0.000154
NR_nu_n_NC_3Pi                (-1) | -0.409       | 0         | 0         | 0           | 0         | -0.418    | 0         | 0.00872   | 0         | 0.00872   | 0         | 0         | 0         | 0         | 0         | 0
FrElas_N                      ( 1) | -0.401       | 0.0161    | 0.0183    | -0.404      | 0.0728    | -0.0191   | 0.00236   | -0.0876   | -0.0284   | -0.0284   | -0.0284   | -0.0284   | -0.0284   | -0.0284   | -0.04     | -0.0762
NR_nu_p_CC_3Pi                ( 1) | 0.386        | 0         | 0.019     | 0.0487      | 0.316     | 0         | 0.0376    | -0.0353   | -0.0353   | 0         | 0         | 0         | 0         | 0         | 0         | 0
ChargedHadRecoUncorrInvSqrtND (-1) | -0.385       | 0         | 0         | 0           | 0         | 0         | 0         | -0.385    | -0.0253   | 0.0102    | 4.52e-05  | 0         | -0.369    | 0         | 0         | 0
CCQEPauliSupViaKF             ( 1) | 0.366        | 0.0311    | -0.00379  | -0.316      | -0.211    | 0         | 0         | 0.867     | 0.0928    | 0.0109    | 0.0109    | 0.0109    | -0.00728  | 0.837     | -0.0364   | 0.0231
flux_Nov17_20                 ( 1) | -0.351       | -0.00539  | -0.00966  | 0.03        | -0.364    | -0.0481   | -0.00706  | 0.0526    | 0.0609    | 0.00122   | -0.000121 | -0.0267   | 0.00131   | 0.0209    | -0.00166  | -0.00416
NR_nu_n_NC_2Pi                (-1) | -0.346       | 0         | 0         | 0           | 0         | -0.35     | 0         | 0.00419   | 0         | 0.00419   | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_16                 (-1) | 0.342        | 0.00634   | 0.00614   | -0.169      | 0.57      | 0.0391    | 0.00991   | -0.12     | -0.0958   | -0.001    | 0.00026   | -0.00346  | -0.00138  | -0.0227   | 0.0025    | 0.00314
NR_nubar_n_NC_2Pi             (-1) | -0.336       | 0         | 0         | 0           | 0         | -0.345    | 0         | 0.00869   | 0         | 0.00869   | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_NC_3Pi             ( 1) | 0.333        | 0         | 0         | 0           | 0         | 0.349     | 0         | -0.016    | 0         | -0.016    | 0         | 0         | 0         | 0         | 0         | 0
EMRecoResFD                   ( 1) | 0.333        | -0.000107 | -0.00447  | 0.101       | 0.123     | 0.0242    | 0         | 0.0893    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0893
ChargedHadRecoUncorrSqrtFD    (-1) | 0.328        | 0.0319    | -0.0112   | 0.419       | -0.0521   | -0.0483   | -0.0994   | 0.0878    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0878
NR_nubar_p_NC_2Pi             ( 1) | 0.318        | 0         | 0         | 0           | 0         | 0.326     | 0         | -0.00853  | 0         | -0.00853  | 0         | 0         | 0         | 0         | 0         | 0
nuenuebar_xsec_ratio          (-1) | 0.317        | -0.00349  | 0         | 0.0365      | -0.0675   | 0         | 0         | 0.351     | 0.35      | 0.35      | 0.35      | 0.35      | 0.35      | 0.35      | 0.351     | 0.35
ChargedHadRecoUncorrND        (-1) | -0.316       | 0         | 0         | 0           | 0         | 0         | 0         | -0.316    | -0.0484   | 0.00883   | 4.52e-05  | 0         | -0.277    | 0         | 0         | 0
flux_Nov17_18                 (-1) | -0.305       | 0.00372   | -0.0256   | 0.185       | -0.355    | -0.122    | -0.0111   | 0.0197    | 0.0566    | 0.00383   | 0.000586  | -0.0177   | -0.000209 | -0.0244   | 0.00342   | 0.00177
MaNCRES                       ( 1) | 0.276        | 0         | 0         | 0           | 0         | 0.265     | 0         | 0.0103    | 0         | 0.0103    | 0         | 0         | 0         | 0         | 0         | 0
BhtBY                         ( 1) | -0.271       | -0.000857 | -0.00302  | -0.0551     | -0.108    | -0.104    | -0.0125   | 0.0128    | -0.00717  | -0.0096   | -0.0132   | -0.0132   | -0.0121   | -0.0178   | -0.00434  | -0.00242
NR_nubar_n_CC_3Pi             (-1) | -0.263       | -0.0121   | -0.00858  | 0           | 0         | 0         | -0.0127   | -0.23     | -0.00741  | -0.00741  | -0.00741  | -0.00741  | -0.00287  | -0.385    | 0.144     | -0.0077
NR_nubar_n_CC_1Pi             (-1) | -0.256       | -0.0179   | -0.00668  | -0.0541     | 0         | 0         | 0         | -0.177    | -0.00298  | -0.00298  | -0.00298  | -0.00298  | 0.00265   | -0.24     | 0.0202    | 0.0306
ChargedHadRecoUncorrSqrtND    (-1) | -0.236       | 0         | 0         | 0           | 0         | 0         | 0         | -0.236    | -0.0312   | 0.00506   | 4.52e-05  | 0         | -0.209    | 0         | 0         | 0
NR_nubar_p_NC_3Pi             (-1) | -0.232       | 0         | 0         | 0           | 0         | -0.252    | 0         | 0.0202    | 0         | 0.0202    | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_21                 (-1) | -0.214       | -0.00362  | -0.00559  | -0.00209    | -0.173    | -0.027    | -0.00239  | -0.00105  | 0.0281    | 0.000953  | 0.000369  | -0.0211   | 0.000143  | -0.00729  | 0.00153   | -0.00107
RecoEnergyInvSqrtND           (-1) | -0.212       | 0         | 0         | 0           | 0         | 0         | 0         | -0.212    | -0.0263   | 0.00535   | 3.04e-05  | 0         | -0.192    | 0         | 0         | 0
CV1uBY                        (-1) | 0.21         | 0.00116   | 0.00854   | 0.064       | 0.0611    | 0.0596    | 0.00303   | 0.0128    | -0.00306  | -0.00248  | 0.000333  | 0.000333  | -0.000167 | 0.0185    | -0.001    | 0.00262
ChargedHadRecoResFD           (-1) | 0.21         | 0.00655   | 0.00933   | 0.206       | 0.012     | -0.0483   | 0         | 0.0241    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0241
FrAbs_N                       (-1) | -0.206       | 0.00232   | 0.00729   | -0.141      | -0.0142   | -0.0744   | 0.00145   | 0.0126    | -0.00894  | -0.034    | -0.0331   | -0.0331   | -0.0421   | -0.00352  | -0.0591   | -0.00522
C12ToAr40_2p2hScaling_nu      ( 1) | 0.197        | 0         | 0         | 0.0196      | 0.25      | 0         | 0         | -0.0728   | -0.0728   | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_3Pi             (-1) | -0.194       | -0.0086   | -0.0163   | 0           | 0         | 0         | -0.0299   | -0.139    | -0.0134   | -0.0134   | -0.0134   | -0.0134   | -0.00457  | -0.303    | 0.117     | 0.0121
flux_Nov17_15                 ( 1) | 0.188        | -0.0176   | 0.00245   | 0.0536      | 0.0625    | -0.00619  | 0.00135   | 0.0921    | -0.00734  | 0.000345  | -0.000556 | 0.0638    | 0.000638  | 0.0399    | -0.00413  | -0.00421
BeRPA_A                       (-1) | 0.188        | 0.0258    | -0.00707  | -0.284      | -0.262    | 0         | 0         | 0.716     | 0.105     | 0.00764   | 0.00764   | 0.00764   | -0.00761  | 0.654     | -0.0336   | 0.0271
AhtBY                         (-1) | -0.184       | -0.00022  | -0.00451  | -0.0417     | -0.0754   | -0.0664   | -0.00724  | 0.0111    | -0.00311  | -0.00441  | -0.00689  | -0.00689  | -0.00632  | -0.00749  | -0.00273  | 0.000709
CV2uBY                        (-1) | -0.184       | -0.00101  | -0.00744  | -0.0559     | -0.0533   | -0.052    | -0.00263  | -0.0112   | 0.00267   | 0.00216   | -0.000291 | -0.000291 | 0.000146  | -0.0162   | 0.000877  | -0.0023
RecoEnergyScaleND             (-1) | -0.172       | 0         | 0         | 0           | 0         | 0         | 0         | -0.172    | -0.018    | 0.00307   | 3.04e-05  | 0         | -0.158    | 0         | 0         | 0
C12ToAr40_2p2hScaling_nubar   (-1) | 0.166        | 0.00886   | -0.0058   | -0.127      | 0         | 0         | 0         | 0.29      | 0.00625   | 0.00625   | 0.00625   | 0.00625   | 0.00193   | 0.324     | -0.025    | 0.00788
BeRPA_B                       ( 1) | 0.156        | -0.0187   | 0.0185    | 0.276       | 0.292     | 0         | 0         | -0.412    | -0.0818   | 0.00032   | 0.00032   | 0.00032   | 0.0123    | -0.346    | 0.0422    | -0.0377
flux_Nov17_12                 (-1) | 0.154        | 0.000426  | 0.00322   | 0.187       | 0.0219    | 0.0374    | 0.00331   | -0.0993   | -0.00415  | -0.00228  | -0.00057  | -0.111    | -0.000827 | 0.0202    | -0.00234  | -0.00263
flux_Nov17_7                  (-1) | -0.149       | 0.0189    | -0.00053  | -0.0474     | 0.00273   | -0.00124  | -0.000506 | -0.121    | -0.00889  | 0.000554  | 8.99e-05  | -0.0849   | 4.07e-05  | -0.0289   | 0.000167  | -0.000793
flux_Nov17_9                  ( 1) | -0.147       | -0.0393   | 0.00947   | -0.00374    | -0.0789   | 0.0538    | 0.00514   | -0.0938   | 0.0125    | -0.00383  | -0.000229 | -0.198    | 0.00447   | 0.115     | -0.00906  | -0.015
FrAbs_pi                      (-1) | 0.142        | -0.0419   | 0.0242    | -0.0727     | -0.0192   | 0.172     | 0.0416    | 0.038     | -0.0196   | -0.0245   | -0.00228  | -0.0023   | 0.0147    | 0.0466    | -0.0364   | 0.0455
flux_Nov17_1                  ( 1) | 0.139        | -0.0058   | 0.00902   | -0.0419     | 0.11      | 0.0388    | 0.00312   | 0.0263    | -0.0233   | -0.00135  | 0.000216  | 0.0387    | 0.00106   | 0.0131    | -0.000971 | 0.000415
NR_nubar_p_NC_1Pi             ( 1) | 0.133        | 0         | 0         | 0           | 0         | 0.133     | 0         | -0.00027  | 0         | -0.00027  | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_n_NC_1Pi                ( 1) | 0.128        | 0         | 0         | 0           | 0         | 0.133     | 0         | -0.00508  | 0         | -0.00508  | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_p_NC_2Pi                (-1) | -0.124       | 0         | 0         | 0           | 0         | -0.132    | 0         | 0.00871   | 0         | 0.00871   | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_25                 (-1) | 0.123        | 0.00242   | 0.00285   | -0.00652    | 0.124     | 0.00311   | 0.000481  | -0.0038   | -0.0266   | 0.000587  | 0.000576  | 0.0459    | 0.000241  | -0.0265   | 0.0027    | 0.00339
FrInel_N                      (-1) | 0.119        | -0.00315  | 0.00545   | -0.0648     | 0.00794   | 0.0889    | 0.0188    | 0.0657    | 0.0271    | 0.0459    | 0.042     | 0.042     | 0.0438    | 0.0512    | 0.0317    | 0.076
E2p2h_A_nu                    (-1) | 0.115        | 0         | 0         | 0.00987     | 0.146     | 0         | 0         | -0.0415   | -0.0415   | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_22                 (-1) | -0.112       | 0.00213   | -0.00441  | 0.00634     | -0.0251   | -0.0222   | -0.00253  | -0.0664   | 0.00436   | 0.00129   | 0.00054   | -0.0505   | -0.00074  | -0.0226   | 0.00337   | 0.00159
flux_Nov17_24                 ( 1) | -0.11        | 0.00182   | 0.00255   | -0.0669     | -0.0737   | 0.0102    | -0.000152 | 0.0161    | 0.00475   | -0.000315 | 1.75e-05  | 0.018     | -0.000793 | -0.00816  | 0.000546  | 0.00216
NR_nu_np_CC_1Pi               ( 1) | 0.108        | 0         | 0.00289   | 0.0402      | 0.0737    | 0         | 0.000994  | -0.00924  | -0.00924  | 0         | 4.08e-06  | 0         | 0         | 0         | 0         | 0
flux_Nov17_27                 (-1) | -0.107       | 0.00163   | 0.000218  | -0.0429     | -0.0385   | -0.00461  | -0.000501 | -0.0228   | 0.00377   | 0.000292  | 9.84e-05  | -0.0205   | 0.000116  | -0.0067   | 0.000519  | 0.000379
E2p2h_B_nu                    (-1) | 0.101        | 0         | 0         | 0.00938     | 0.129     | 0         | 0         | -0.0369   | -0.0369   | 0         | 0         | 0         | 0         | 0         | 0         | 0
Theta_Delta2Npi               ( 1) | 0.0994       | -0.00417  | 0.00753   | -0.0343     | 0.175     | -7.27e-05 | -0.0103   | -0.0343   | -0.0727   | -0.0276   | -0.0287   | -0.0287   | -0.0258   | 0.0253    | -0.016    | -0.0608
E2p2h_A_nubar                 ( 1) | 0.0987       | 0.00736   | -0.0016   | -0.0762     | 0         | 0         | 0         | 0.169     | 0.00104   | 0.00104   | 0.00104   | 0.00104   | -0.00179  | 0.177     | -0.0155   | 0.0122
flux_Nov17_5                  (-1) | -0.0896      | 0.0187    | 7.3e-05   | 0.00318     | -0.000924 | 0.000529  | 1.8e-05   | -0.111    | -0.00743  | 0.000439  | 3.63e-05  | -0.0791   | -0.000322 | -0.0263   | 6.79e-05  | -0.000177
FrElas_pi                     (-1) | -0.0893      | 0.00713   | -0.00794  | -0.039      | 0.00739   | -0.031    | -0.00572  | -0.0202   | -0.00364  | -0.00364  | -0.00364  | -0.00364  | -0.00364  | -0.00364  | -0.00459  | -0.0193
FrInel_pi                     ( 1) | -0.0879      | -0.0316   | 0.0134    | -0.00189    | -0.0769   | 0.174     | -0.044    | -0.121    | -0.102    | -0.115    | -0.0887   | -0.0887   | -0.06     | -0.135    | -0.107    | -0.0461
E2p2h_B_nubar                 ( 1) | 0.0854       | 0.00565   | -0.00206  | -0.0661     | 0         | 0         | 0         | 0.148     | 0.002     | 0.002     | 0.002     | 0.002     | 3.72e-05  | 0.16      | -0.0132   | 0.00714
flux_Nov17_26                 (-1) | 0.0821       | 0.00412   | 0.00526   | -0.011      | 0.0414    | 0.0175    | 0.00185   | 0.023     | -0.00512  | 3.84e-05  | 0.00033   | 0.0447    | -0.000207 | -0.0194   | 0.0019    | 0.00311
flux_Nov17_17                 ( 1) | 0.0703       | -0.00898  | -0.00344  | -0.163      | 0.245     | -0.0273   | -0.00175  | 0.0295    | -0.0352   | 0.00126   | -0.000193 | 0.0464    | 0.000877  | 0.0187    | -0.00195  | -0.00162
VecFFCCQEshape                (-1) | 0.07         | 0.00305   | -0.00655  | -0.0167     | -0.00558  | 0         | 0         | 0.0957    | 0.0166    | -0.00523  | -0.00523  | -0.00523  | -0.00687  | 0.0755    | -0.00887  | -0.00159
flux_Nov17_2                  (-1) | 0.0699       | 0.00279   | -0.00051  | 0.0488      | 0.0105    | 0.00184   | 0.00023   | 0.00628   | -0.00762  | -0.000409 | -6.47e-05 | 0.0115    | 0.000126  | 0.000447  | -0.000105 | 0.00184
FrCEx_N                       (-1) | -0.0647      | 0.00976   | 0.0135    | -0.0836     | 0.0736    | 0.0167    | -0.0145   | -0.0802   | -0.0451   | -0.04     | -0.0398   | -0.0398   | -0.0285   | -0.0267   | -0.0168   | -0.122
flux_Nov17_3                  (-1) | 0.0615       | 0.00569   | -0.000753 | 0.0214      | 0.0159    | -0.000634 | -0.000508 | 0.0204    | -0.000464 | 3.09e-05  | 0.000116  | 0.0244    | -0.00075  | -0.00645  | 0.000736  | 0.0036
NR_nu_p_NC_1Pi                (-1) | -0.0609      | 0         | 0         | 0           | 0         | -0.0604   | 0         | -0.000563 | 0         | -0.000563 | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_NC_1Pi             (-1) | -0.0581      | 0         | 0         | 0           | 0         | -0.0604   | 0         | 0.00226   | 0         | 0.00226   | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrInvSqrtND         (-1) | -0.0576      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0576   | -0.0076   | -0.00187  | 1.56e-05  | 0         | -0.0481   | 0         | 0         | 0
RecoEnergySqrtND              (-1) | -0.0568      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0568   | -0.00188  | 0.01      | 2.57e-05  | 0         | -0.0651   | 0         | 0         | 0
EMRecoUncorrSqrtND            (-1) | -0.0564      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0564   | -0.0104   | -0.01     | 6.15e-06  | 0         | -0.0359   | 0         | 0         | 0
ERecoScaleMuLArInvSqrtFD      (-1) | -0.0554      | 0         | 0         | 0           | 0         | 0         | -0.0554   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrPiProd_N                    ( 1) | 0.0554       | -0.00324  | 0.00951   | -0.0169     | 0.0135    | 0.0404    | 0.000417  | 0.0118    | -0.0116   | -0.00732  | -0.00974  | -0.00974  | -0.00632  | 0.00745   | -0.0134   | -0.00575
EMRecoUncorrND                (-1) | -0.0515      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0515   | -0.00628  | -0.00449  | 6.15e-06  | 0         | -0.0408   | 0         | 0         | 0
ERecoScaleMuLArFD             (-1) | -0.043       | 0         | 0         | 0           | 0         | 0         | -0.043    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArSqrtFD         (-1) | -0.043       | 0         | 0         | 0           | 0         | 0         | -0.043    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrPiProd_pi                   ( 1) | -0.0348      | 0.000604  | 0.000238  | 0.0273      | -0.02     | -0.0277   | -0.00342  | -0.0118   | -0.00208  | -0.000312 | 0.00306   | 0.00306   | 0.00688   | -9.98e-05 | 0.00158   | -0.00247
flux_Nov17_6                  (-1) | 0.0334       | 0.00572   | -0.00383  | 0.0148      | -0.00627  | -0.0169   | -0.00171  | 0.0416    | 0.00429   | 0.000598  | 3.22e-05  | 0.0635    | -0.000216 | -0.0292   | 0.00204   | 0.000862
MuonRecoResND                 ( 1) | -0.0309      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0309   | 0.00479   | -0.0319   | -6.16e-05 | 0         | -0.00384  | 0         | 0         | 0
FrCEx_pi                      (-1) | -0.0307      | 0.0053    | 0.00147   | 0.121       | -0.0548   | -0.00945  | -0.0513   | -0.0424   | -0.0363   | -0.0459   | -0.0419   | -0.0419   | -0.0338   | -0.0792   | -0.0298   | -0.0269
NuOnENCBkgSyst                ( 1) | -0.0185      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0185   | 0         | -0.0185   | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_0                  ( 1) | -0.0172      | 0.00648   | 0.000291  | -0.0312     | -0.0212   | 0.000178  | 4.12e-05  | 0.0282    | 0.0459    | -0.000436 | -5.42e-05 | -0.00419  | 0.00172   | -0.0159   | -5.79e-07 | -2.48e-05
flux_Nov17_8                  (-1) | 0.0155       | 0.00261   | -0.000446 | -0.022      | -0.0144   | 0.0018    | 0.000185  | 0.0478    | 0.0117    | 6.65e-05  | 0.00052   | 0.0411    | 0.00114   | -0.00105  | 0.000535  | -0.00265
EMRecoResND                   (-1) | 0.0144       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0144    | 0.00395   | 0.00142   | 7.95e-06  | 0         | 0.00898   | 0         | 0         | 0
MvNCRES                       (-1) | 0.0117       | 0         | 0         | 0           | 0         | 0.0129    | 0         | -0.00128  | 0         | -0.00128  | 0         | 0         | 0         | 0         | 0         | 0
ChargedHadRecoResND           (-1) | -0.00921     | 0         | 0         | 0           | 0         | 0         | 0         | -0.00921  | 0.00545   | -0.00542  | -1.58e-06 | 0         | -0.00925  | 0         | 0         | 0
flux_Nov17_23                 ( 1) | -0.00533     | -0.000474 | -0.00244  | -0.0185     | 0.0905    | -0.00859  | -0.000248 | -0.0655   | -0.00603  | 0.000711  | 0.000356  | -0.0468   | -0.000388 | -0.0133   | 0.00229   | 0.000118
NuOnERecoEffSyst              ( 1) | 8.13e-05     | 0         | 0         | 0           | 0         | 0         | 0         | 8.13e-05  | 0         | 0         | 0         | 0         | 0         | 8.13e-05  | 0         | 0
NuOnECCBkgSyst                (-1) | -1.03e-05    | 0         | 0         | 0           | 0         | 0         | 0         | -1.03e-05 | 0         | 0         | -1.03e-05 | 0         | 0         | 0         | 0         | 0

= Evis bin 9: 2.5 - 2.75GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear
EMRecoUncorrSqrtFD            (-1) | 2.26         | 0.308     | 0.0993    | -0.0593     | 0.494     | 0.286     | 0.0543    | 1.08      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 1.08
flux_Nov17_13                 (-1) | -2.19        | -0.0871   | -0.0434   | -0.899      | -1.15     | -0.264    | -0.0289   | 0.282     | 0.246     | 0.00682   | -0.0017   | -0.0612   | -0.0032   | 0.0933    | -0.01     | -0.00376
MvCCRES                       ( 1) | 2.19         | 0.0486    | 0.0536    | 0.67        | 0.796     | 0         | 0         | 0.62      | -0.136    | -0.0137   | -0.0137   | -0.0137   | -0.0193   | 0.7       | 0.0211    | 0.000333
MaCCQE                        ( 1) | 2.15         | 0.0304    | 0.107     | 1.16        | 1.12      | 0         | 0         | -0.272    | -0.201    | -0.00708  | -0.00708  | -0.00708  | 0.00897   | -0.102    | 0.0959    | -0.101
EMRecoUncorrInvSqrtFD         ( 1) | 2.13         | -0.142    | 0.122     | 0.995       | 0.372     | 0.208     | -0.0138   | 0.593     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.593
flux_Nov17_14                 ( 1) | -1.84        | -0.0553   | -0.0447   | -0.639      | -0.967    | -0.259    | -0.0279   | 0.153     | 0.201     | 0.00717   | -0.00083  | -0.0946   | -0.000812 | 0.0456    | -0.00447  | -0.00502
RecoEnergyInvSqrtFD           ( 1) | 1.76         | -0.132    | 0.131     | 0.89        | 0.397     | 0.104     | -0.0138   | 0.379     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.379
RecoEnergyScaleFD             ( 1) | 1.5          | -0.193    | 0.147     | 0.772       | 0.293     | 0.364     | -0.00497  | 0.125     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125
ChargedHadRecoUncorrInvSqrtFD ( 1) | 1.33         | -0.0581   | 0.171     | 0.665       | 0.372     | 0.286     | 0.04      | -0.148    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.148
EMRecoUncorrFD                ( 1) | 1.29         | -0.228    | 0.109     | 0.899       | 0.103     | 0.416     | -0.00497  | -0.00468  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.00468
NR_nubar_p_CC_1Pi             (-1) | -1.24        | -0.0472   | -0.0156   | -0.344      | 0         | 0         | -0.00541  | -0.824    | 0.0121    | 0.0121    | 0.0121    | 0.0121    | 0.0513    | -0.853    | 0.0432    | -0.0302
flux_Nov17_4                  ( 1) | 1.14         | 0.096     | 0.00403   | 0.285       | 0.222     | 0.0284    | 0.00255   | 0.501     | 0.0566    | 0.00319   | 0.000926  | 0.467     | 0.00201   | -0.0409   | 0.00517   | 0.0117
RecoEnergySqrtFD              ( 1) | 1.11         | -0.134    | 0.131     | 0.893       | 0.157     | 0.26      | -0.0138   | -0.178    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.178
ERecoScaleMuLArSqrtND         (-1) | -1.06        | 0         | 0         | 0           | 0         | 0         | 0         | -1.06     | -0.025    | 0         | 0         | 0         | -1.04     | 0         | 0         | 0
