= Evis bin 1: 0 - 0.5GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear  | XsecCorr
FrElas_N                      (-1) | -0.00764     | -0.0043   | 0.0169    | -0.114      | 0.00872   | 0.00985   | 0.000711  | 0.0744    | 0         | 0         | 0         | 0         | 0         | 0         | -0.0873   | 0.102     | 0.0601
E2p2h_A_nubar                 ( 1) | 0.00704      | 0         | 0         | -0.00414    | -0.00686  | 0         | 0         | 0.018     | 0.018     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_CC_3Pi             (-1) | 0.00662      | 0         | -0.00045  | 0           | -0.00428  | 0         | 0         | 0.0113    | 0.0113    | 0         | -4.46e-09 | 0         | 0         | 0         | 0         | 0         | 0
FrCEx_N                       ( 1) | -0.00592     | 0.00312   | -0.0135   | -0.0364     | -0.00206  | 0.011     | -0.00343  | 0.0354    | -0.00257  | 0.000621  | 1.83e-06  | 0         | -0.00194  | -0.0505   | -0.0195   | 0.00563   | 0.104
MvNCRES                       ( 1) | 0.00495      | 0         | 0         | 0           | 0         | 0.0105    | 0         | -0.00555  | 0         | -0.00555  | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_NC_1Pi             ( 1) | 0.00433      | 0         | 0         | 0           | 0         | 0.00484   | 0         | -0.00051  | 0         | -0.00051  | 0         | 0         | 0         | 0         | 0         | 0         | 0
E2p2h_B_nubar                 ( 1) | 0.00423      | 0         | 0         | -0.00603    | -0.00644  | 0         | 0         | 0.0167    | 0.0167    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrInvSqrtND         (-1) | -0.00307     | 0         | 0         | 0           | 0         | 0         | 0         | -0.00307  | 0.000436  | 0.00751   | 5.83e-06  | 0         | -0.0111   | 0         | 0         | 0         | 0
NR_nubar_n_CC_1Pi             (-1) | 0.003        | 0         | 0         | 0           | -0.00842  | 0         | 0         | 0.0114    | 0.0114    | 0         | 7.29e-08  | 0         | 0         | 0         | 0         | 0         | 0
RecoEnergySqrtND              (-1) | 0.00226      | 0         | 0         | 0           | 0         | 0         | 0         | 0.00226   | -0.00434  | 0.0164    | 6.85e-06  | 0         | -0.00983  | 0         | 0         | 0         | 0
C12ToAr40_2p2hScaling_nubar   (-1) | 0.00192      | 0         | 0         | -0.0193     | -0.0135   | 0         | 0         | 0.0347    | 0.0347    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_23                 ( 1) | 0.00152      | 0.000314  | 0.0024    | -0.00813    | -0.0082   | 0.0254    | 0.00385   | -0.0141   | 0.0216    | -0.00404  | 4.2e-07   | -0.0549   | -0.000542 | 0.0356    | -0.00662  | -0.00523  | 5.13e-05
flux_Nov17_2                  ( 1) | -0.000812    | 0.00657   | -2.62e-05 | -0.00266    | -0.00117  | -0.000654 | 2.82e-06  | -0.00288  | -0.00131  | -0.000157 | 9.78e-07  | -0.00514  | -0.00197  | 0.00168   | 0.00103   | 0.00325   | -0.000209
EMRecoResND                   ( 1) | -0.000775    | 0         | 0         | 0           | 0         | 0         | 0         | -0.000775 | -0.000289 | 0.00149   | -1.79e-05 | 0         | -0.00197  | 0         | 0         | 0         | 0
NR_nubar_p_CC_3Pi             ( 1) | 0.000769     | 0         | 0.00139   | 0           | 0.00381   | 0         | 0.000725  | -0.00515  | -0.00515  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_2Pi             ( 1) | 0.000481     | 0         | 0.00176   | 0           | 0.0122    | 0         | 0         | -0.0135   | -0.0135   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_25                 (-1) | 0.000273     | 0.000904  | -0.00137  | -0.0223     | 0.00462   | -0.0143   | -0.00231  | 0.0351    | -0.0165   | 0.00244   | 9.14e-07  | 0.0598    | -5.05e-05 | -0.0166   | 0.00258   | 0.00371   | -0.000199
NuOnERecoEffSyst              ( 1) | 6.31e-05     | 0         | 0         | 0           | 0         | 0         | 0         | 6.31e-05  | 0         | 0         | 0         | 0         | 0         | 6.31e-05  | 0         | 0         | 0
NuOnECCBkgSyst                (-1) | 4.09e-05     | 0         | 0         | 0           | 0         | 0         | 0         | 4.09e-05  | 0         | 0         | 4.09e-05  | 0         | 0         | 0         | 0         | 0         | 0

= Evis bin 9: 2.5 - 2.75GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear  | XsecCorr
MvCCRES                       ( 1) | 1.89         | -0.0146   | 0.0297    | 0.342       | 0.024     | 0         | 0.0063    | 1.5       | -0.0442   | 0         | 1.73e-10  | 0         | 0.0739    | 1.42      | 0.164     | -0.0728   | -0.0409
NR_nu_n_CC_2Pi                (-1) | -1.64        | 0.0212    | -0.017    | -0.156      | 0         | 0         | -0.052    | -1.44     | 0         | 0         | -5.82e-08 | 0         | -0.0994   | -1.91     | 0.41      | 0.307     | -0.128
ChargedHadRecoUncorrInvSqrtFD ( 1) | 1.15         | 0.00561   | 0.0436    | -0.369      | 0.0222    | 0.122     | 0.0121    | 1.31      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 1.31      | 0
BeRPA_A                       (-1) | 1.07         | 0.00466   | -0.00255  | -0.092      | -0.0111   | 0         | -1.19e-05 | 1.17      | 0.0416    | 0         | 0         | 0         | 0.0576    | 1.21      | -0.0957   | -0.0472   | 0.00494
ChargedHadRecoUncorrFD        ( 1) | 0.984        | 0.0249    | 0.0312    | -0.37       | 0.0159    | 0.155     | -0.000957 | 1.13      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 1.13      | 0
CCQEPauliSupViaKF             ( 1) | 0.978        | 0.0038    | -0.00151  | -0.0813     | -0.0132   | 0         | -7.24e-05 | 1.07      | 0.0486    | 0         | 3.63e-08  | 0         | 0.0508    | 1.06      | -0.0666   | -0.0191   | -2.81e-05
ChargedHadRecoUncorrSqrtFD    (-1) | -0.97        | 0.000838  | -0.0173   | 0.171       | 0.00545   | -0.21     | 0.0397    | -0.96     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.96     | 0
flux_Nov17_4                  (-1) | -0.969       | -0.0256   | -0.0021   | -0.0819     | -0.00491  | -0.0133   | -0.0014   | -0.839    | -0.028    | 0.000468  | 4.95e-06  | -0.776    | -0.00271  | 0.0103    | -0.0155   | -0.0282   | 0.00125
RecoEnergyInvSqrtFD           (-1) | -0.94        | -0.00212  | -0.000636 | 0.327       | 0.00853   | -0.0994   | 0.119     | -1.29     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -1.29     | 0
EMRecoUncorrSqrtFD            ( 1) | -0.892       | 0.00765   | -0.00474  | -1.24       | 0.00508   | 0.0884    | -0.0714   | 0.323     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.323     | 0
EMRecoUncorrInvSqrtFD         ( 1) | 0.839        | -0.00421  | 0.0635    | -0.416      | 0.0216    | -0.0221   | -0.0149   | 1.21      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 1.21      | 0
NR_nu_p_CC_2Pi                (-1) | -0.793       | 0.0173    | -0.00712  | -0.104      | 0         | 0         | -0.0249   | -0.674    | 0         | 0         | 0         | 0         | -0.0472   | -0.875    | 0.164     | 0.136     | -0.0495
flux_Nov17_13                 (-1) | -0.786       | 0.00648   | -0.0189   | -0.386      | -0.0524   | -0.121    | -0.0206   | -0.194    | 0.13      | 0.0145    | 9.15e-06  | -0.427    | -0.00186  | 0.144     | -0.0274   | -0.0262   | 0.00102
NR_nu_n_CC_3Pi                (-1) | -0.772       | 0.0371    | -0.0215   | -0.238      | 0         | 0         | -0.0786   | -0.471    | 0         | 0         | 9.24e-08  | 0         | 0.013     | -1.15     | 0.632     | 0.157     | -0.114
RecoEnergyScaleFD             (-1) | -0.771       | 0.0109    | 0.00207   | 0.326       | 0.0126    | -0.0221   | 0.121     | -1.22     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -1.22     | 0
BeRPA_B                       (-1) | 0.738        | 0.00458   | -0.00634  | -0.115      | -0.0103   | 0         | -2.95e-05 | 0.865     | 0.0352    | 0         | 0         | 0         | 0.0428    | 0.954     | -0.106    | -0.0826   | 0.0222
MaCCQE                        ( 1) | 0.711        | -0.0198   | 0.0567    | 0.389       | 0.0341    | 0         | 0.000253  | 0.251     | -0.0899   | 0         | 0         | 0         | -0.0397   | -0.033    | 0.39      | 0.154     | -0.125
NR_nu_p_CC_3Pi                (-1) | -0.637       | 0.0175    | -0.0116   | -0.132      | 0         | 0         | -0.0267   | -0.484    | 0         | 0         | 0         | 0         | -0.0135   | -0.92     | 0.445     | -0.00794  | 0.0164
flux_Nov17_14                 ( 1) | -0.625       | 0.00224   | -0.0187   | -0.255      | -0.0362   | -0.105    | -0.0154   | -0.197    | 0.0904    | 0.0121    | 1.22e-05  | -0.322    | 0.000315  | 0.0503    | -0.00924  | -0.0183   | 0.000568
FrAbs_pi                      ( 1) | -0.619       | -0.00842  | -0.013    | 0.092       | 0.0048    | -0.155    | -0.0057   | -0.534    | -0.00324  | 0.0241    | 4.21e-07  | 0         | 0.00775   | -0.293    | 0.106     | -0.269    | -0.104
ChargedHadRecoUncorrInvSqrtND ( 1) | -0.606       | 0         | 0         | 0           | 0         | 0         | 0         | -0.606    | 0.00981   | -0.0243   | -2.86e-06 | 0         | -0.592    | 0         | 0         | 0         | 0
MuonRecoResFD                 ( 1) | 0.569        | 0.00734   | 0.0654    | 0.00504     | 0.00537   | 0.166     | 0.0912    | 0.229     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.229     | 0
ERecoScaleMuLArSqrtND         (-1) | -0.559       | 0         | 0         | 0           | 0         | 0         | 0         | -0.559    | -0.0375   | 0         | 0         | 0         | -0.52     | 0         | 0         | 0         | 0
RecoEnergySqrtFD              (-1) | 0.539        | 0.0104    | 0.00405   | 0.375       | 0.0191    | -0.0221   | 0.13      | 0.0228    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0228    | 0
C12ToAr40_2p2hScaling_nu      (-1) | 0.536        | 0.0032    | -0.00943  | -0.0614     | 0         | 0         | -4.39e-05 | 0.603     | 0         | 0         | 0         | 0         | 0.0201    | 0.729     | -0.0824   | -0.0633   | 0.000873
ChargedHadRecoUncorrND        (-1) | 0.471        | 0         | 0         | 0           | 0         | 0         | 0         | 0.471     | -0.0101   | 0.0358    | 1.11e-05  | 0         | 0.445     | 0         | 0         | 0         | 0
VecFFCCQEshape                (-1) | 0.457        | 0.000729  | -0.000568 | -0.0197     | -3.33e-05 | 0         | -4.19e-06 | 0.476     | 0.00206   | 0         | 0         | 0         | 0.0171    | 0.49      | -0.00856  | -0.0243   | 0.000348
ChargedHadRecoUncorrSqrtND    (-1) | 0.428        | 0         | 0         | 0           | 0         | 0         | 0         | 0.428     | -0.00753  | 0.0388    | 0.000229  | 0         | 0.396     | 0         | 0         | 0         | 0
BhtBY                         (-1) | 0.38         | -0.01     | 0.00407   | 0.0588      | 0.000882  | 0.0818    | 0.0149    | 0.23      | -0.000402 | -0.0105   | 1.54e-09  | 0         | 0.0184    | 0.434     | -0.0927   | -0.13     | 0.0124
NR_nu_p_NC_3Pi                (-1) | -0.357       | 0         | 0         | 0           | 0         | -0.42     | 0         | 0.0631    | 0         | 0.0631    | 0         | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrFD                (-1) | -0.33        | 0.016     | 0.0199    | 0.327       | 0.0134    | 0.0994    | 0.13      | -0.936    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.936    | 0
NR_nu_n_NC_2Pi                (-1) | -0.31        | 0         | 0         | 0           | 0         | -0.331    | 0         | 0.0215    | 0         | 0.0215    | 0         | 0         | 0         | 0         | 0         | 0         | 0
nuenuebar_xsec_ratio          ( 1) | 0.306        | -0.00109  | 0         | 0.0179      | -0.00383  | 0         | 0         | 0.293     | 0         | 0         | -3.8e-07  | 0         | 0         | 0         | 0.0016    | 0.000579  | 0.29
EMRecoResFD                   ( 1) | 0.303        | 0.00232   | -0.000431 | 0.00504     | 0.00539   | 0.011     | 0.0281    | 0.251     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.251     | 0
RecoEnergyInvSqrtND           ( 1) | -0.288       | 0         | 0         | 0           | 0         | 0         | 0         | -0.288    | 0.00845   | -0.0186   | -2.82e-06 | 0         | -0.278    | 0         | 0         | 0         | 0
flux_Nov17_9                  (-1) | 0.282        | -0.00182  | -0.00816  | -0.0405     | 0.00218   | -0.0517   | -0.0109   | 0.393     | 0.000651  | 0.00775   | 3.96e-07  | 0.54      | -0.00378  | -0.222    | 0.0338    | 0.0387    | -0.000512
MaCCRES                       ( 1) | 0.281        | -0.00259  | 0.00419   | 0.069       | 0.00548   | 0         | 0.00103   | 0.204     | -0.0109   | 0         | 2.25e-11  | 0         | 0.00966   | 0.181     | 0.0324    | -0.00314  | -0.00582
FrInel_pi                     (-1) | -0.28        | -0.0134   | -0.0147   | 0.245       | 0.000827  | -0.22     | 0.0166    | -0.295    | 0.00661   | 0.0165    | 8.53e-08  | 0         | 0.0085    | -0.168    | 0.0854    | -0.162    | -0.0817
E2p2h_A_nu                    ( 1) | 0.275        | 0.00126   | -0.00253  | -0.0264     | 0         | 0         | -1.18e-05 | 0.302     | 0         | 0         | 0         | 0         | 0.0109    | 0.358     | -0.0412   | -0.0247   | -0.000124
ERecoScaleMuLArInvSqrtND      ( 1) | -0.274       | 0         | 0         | 0           | 0         | 0         | 0         | -0.274    | 0.0154    | 0         | 0         | 0         | -0.289    | 0         | 0         | 0         | 0
E2p2h_B_nu                    ( 1) | 0.255        | 0.00128   | -0.00329  | -0.027      | 0         | 0         | -1.53e-05 | 0.284     | 0         | 0         | 0         | 0         | 0.0106    | 0.341     | -0.0389   | -0.0283   | 0.000192
AhtBY                         (-1) | -0.245       | 0.00721   | -0.00408  | -0.0376     | -0.000521 | -0.049    | -0.00971  | -0.151    | 0.000164  | 0.00673   | -1.31e-09 | 0         | -0.0119   | -0.278    | 0.0536    | 0.0841    | -0.00636
nuenumu_xsec_ratio            ( 1) | -0.243       | -0.000832 | 0         | 0           | 0         | 0         | 0         | -0.242    | 0         | 0         | 8.78e-09  | 0         | 0         | 0         | 0.362     | 0.0539    | -0.655
RecoEnergyScaleND             (-1) | 0.242        | 0         | 0         | 0           | 0         | 0         | 0         | 0.242     | -0.00379  | 0.028     | 1.42e-05  | 0         | 0.217     | 0         | 0         | 0         | 0
NR_nu_n_NC_3Pi                (-1) | -0.23        | 0         | 0         | 0           | 0         | -0.284    | 0         | 0.0544    | 0         | 0.0544    | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrAbs_N                       ( 1) | -0.226       | 0.003     | -0.00776  | 0.0402      | -0.000924 | 0.00234   | 0.00741   | -0.27     | -0.00404  | 0.00165   | 1.97e-07  | 0         | -0.0214   | -0.123    | -0.00158  | -0.0919   | -0.0299
CV1uBY                        (-1) | 0.224        | -0.00501  | 0.00313   | 0.0363      | 0.000342  | 0.0551    | 0.00846   | 0.126     | -0.000354 | -0.0061   | -6.52e-09 | 0         | 0.0078    | 0.239     | -0.0512   | -0.0784   | 0.0156
FrCEx_pi                      ( 1) | 0.221        | 5.99e-05  | 0.00147   | 0.0587      | -0.000638 | -0.0215   | 0.00661   | 0.177     | 0.00627   | 0.00197   | 4.06e-07  | 0         | 7.25e-05  | 0.0768    | -0.0166   | 0.0919    | 0.0162
BeRPA_D                       (-1) | -0.198       | 0.00402   | -0.0124   | -0.0908     | -0.00816  | 0         | -5.15e-05 | -0.0907   | 0.0197    | 0         | 0         | 0         | 0.0185    | 0.0189    | -0.102    | -0.0715   | 0.026
CV2uBY                        (-1) | -0.196       | 0.00437   | -0.00273  | -0.0317     | -0.000299 | -0.0481   | -0.00739  | -0.11     | 0.000309  | 0.00533   | 5.72e-09  | 0         | -0.00685  | -0.209    | 0.0451    | 0.069     | -0.0137
flux_Nov17_10                 ( 1) | 0.195        | -0.00695  | 0.00886   | 0.151       | 0.0135    | 0.0577    | 0.0105    | -0.0396   | -0.0311   | -0.00711  | -5.03e-06 | -0.00132  | -2.63e-10 | -4.58e-05 | 7.3e-07   | 3.6e-06   | 3.16e-07
flux_Nov17_15                 (-1) | -0.183       | 0.0145    | -0.00735  | -0.0945     | 0.0228    | -0.0271   | -0.00229  | -0.0887   | -0.0551   | 0.00241   | 1.01e-05  | 0.0142    | -0.00167  | -0.0701   | 0.0129    | 0.00901   | -0.000393
flux_Nov17_11                 (-1) | 0.166        | 0.00623   | 0.00453   | -0.0253     | 0.0154    | 0.0101    | -0.00192  | 0.157     | -0.0409   | -0.00065  | -1.39e-06 | 0.204     | 0.00097   | -0.0249   | 0.00541   | 0.014     | -0.000683
FrCEx_N                       ( 1) | 0.165        | 0.00214   | -0.00098  | 0.144       | -0.00567  | -0.0256   | -0.00946  | 0.0604    | 0.00236   | 0.00171   | 5.25e-07  | 0         | -0.009    | -0.0415   | -0.00522  | -0.00127  | 0.113
flux_Nov17_16                 ( 1) | -0.158       | 0.00568   | -0.00822  | -0.0764     | -0.00914  | -0.0673   | -0.0155   | 0.0126    | 0.0256    | 0.00854   | -1.99e-06 | -0.0509   | 0.000911  | 0.0377    | -0.0061   | -0.00307  | 2.39e-05
FrInel_N                      ( 1) | -0.154       | 0.00491   | 0.00234   | -0.0966     | 0.00483   | -0.007    | 0.000362  | -0.0624   | -0.0044   | -0.00219  | -7.49e-07 | 0         | 0.00646   | 0.0435    | -0.0575   | -0.0714   | 0.023
flux_Nov17_17                 (-1) | -0.152       | -0.000944 | -0.00116  | -0.055      | 0.0129    | -0.033    | -0.0101   | -0.0646   | -0.0282   | 0.00442   | -3.82e-06 | -0.0792   | 0.00159   | 0.0473    | -0.00762  | -0.00272  | -5.92e-05
flux_Nov17_6                  (-1) | 0.145        | 0.0105    | -0.00235  | 0.0486      | 0.00253   | -0.0141   | -0.0029   | 0.103     | -0.0108   | 0.00214   | 9.94e-07  | 0.153     | 0.00128   | -0.0656   | 0.0102    | 0.0122    | 3.26e-05
NR_nu_n_NC_1Pi                (-1) | -0.144       | 0         | 0         | 0           | 0         | -0.153    | 0         | 0.00887   | 0         | 0.00887   | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_7                  ( 1) | -0.142       | -0.00756  | -5.24e-06 | -0.00613    | 0.00132   | 0.000604  | -7.11e-05 | -0.13     | -0.00445  | -0.000267 | -1.95e-07 | -0.152    | -0.00214  | 0.0321    | -0.00148  | -0.00416  | 0.000224
flux_Nov17_20                 ( 1) | -0.137       | 0.00038   | -0.00448  | 0.00839     | -0.00378  | -0.0228   | -0.00418  | -0.11     | 0.00957   | 0.00233   | -8.91e-07 | -0.0894   | 0.000487  | -0.044    | 0.00926   | 0.00151   | -0.000138
NR_nu_np_CC_1Pi               (-1) | -0.136       | 0.00269   | -0.000937 | -0.0207     | 0         | 0         | -0.00235  | -0.115    | 0         | 0         | 4.43e-07  | 0         | -0.00897  | -0.121    | 0.000503  | 0.0153    | -0.000255
flux_Nov17_21                 (-1) | -0.127       | -0.00351  | -0.0016   | -0.0105     | -0.00283  | -0.00642  | -0.00118  | -0.101    | 0.00351   | 0.000361  | -1.36e-06 | -0.0937   | -0.000102 | -0.0102   | 0.00216   | -0.00303  | 7.73e-05
NR_nu_p_NC_2Pi                ( 1) | 0.121        | 0         | 0         | 0           | 0         | 0.138     | 0         | -0.017    | 0         | -0.017    | 0         | 0         | 0         | 0         | 0         | 0         | 0
Theta_Delta2Npi               (-1) | -0.116       | 0.00377   | 0.000305  | -0.108      | -0.000416 | 0         | -0.00306  | -0.00809  | 0.00697   | 0.000119  | 0         | 0         | 0.00755   | 0.14      | -0.0681   | -0.107    | 0.0132
ChargedHadRecoResFD           ( 1) | 0.11         | 0.00132   | 0.0197    | -0.0513     | 0.00605   | 0.0221    | -0.0121   | 0.124     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.124     | 0
RecoEnergySqrtND              ( 1) | -0.11        | 0         | 0         | 0           | 0         | 0         | 0         | -0.11     | 0.00527   | -0.0131   | -2.9e-06  | 0         | -0.102    | 0         | 0         | 0         | 0
flux_Nov17_0                  (-1) | -0.108       | 0.00822   | 0.000141  | -0.011      | -0.000399 | 0.000892  | 2.32e-05  | -0.106    | -0.0133   | 0.000991  | 2.29e-06  | -0.0757   | -0.00507  | -0.0124   | 0.00011   | -0.00126  | 0.000199
flux_Nov17_5                  ( 1) | -0.0926      | -0.00259  | 7.87e-05  | -0.00539    | -9.47e-05 | 0.00019   | 2.46e-05  | -0.0848   | 0.00198   | -0.000402 | -6.86e-07 | -0.118    | -0.00181  | 0.0312    | -1.71e-05 | -2.83e-05 | 3.05e-06
NR_nubar_p_CC_1Pi             ( 1) | 0.0888       | 0         | 0.00105   | 0.108       | 0.0279    | 0         | 0         | -0.0486   | -0.0486   | 0         | 1.29e-06  | 0         | 0         | 0         | 0         | 0         | 0
FrElas_pi                     (-1) | -0.0747      | 0.00093   | -0.000422 | -0.00103    | 0.000442  | -0.0193   | -0.00755  | -0.0477   | 0         | 0         | 0         | 0         | 0         | 0         | -0.0056   | -0.00897  | -0.033
EMRecoUncorrInvSqrtND         ( 1) | -0.0711      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0711   | 0.0061    | -0.00426  | -3.06e-07 | 0         | -0.073    | 0         | 0         | 0         | 0
flux_Nov17_19                 ( 1) | -0.059       | 0.00379   | -0.00505  | 0.0236      | -0.0029   | -0.0267   | -0.00391  | -0.0479   | 0.00807   | 0.00307   | -1.19e-06 | -0.0163   | 0.000818  | -0.059    | 0.0111    | 0.00452   | -0.000156
flux_Nov17_22                 ( 1) | -0.0588      | 0.00297   | -0.00174  | -0.036      | 0.0136    | -0.0104   | -0.00241  | -0.0248   | -0.0339   | 0.000857  | 5.42e-07  | 0.0184    | -0.000179 | -0.0183   | 0.00468   | 0.00396   | -0.000297
flux_Nov17_12                 ( 1) | 0.0587       | 0.0099    | -0.00349  | -0.103      | -0.00154  | -0.0368   | -0.00927  | 0.203     | 0.000139  | 0.005     | 3.12e-06  | 0.189     | 0.000804  | -0.0061   | 0.0053    | 0.00917   | -0.000793
NR_nubar_n_CC_1Pi             ( 1) | 0.0521       | 0         | 0.000286  | 0.0549      | 0.0101    | 0         | 0         | -0.0132   | -0.0132   | 0         | -4.56e-08 | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArInvSqrtFD      (-1) | 0.051        | 0         | 0         | 0           | 0         | 0         | 0.051     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrND                ( 1) | -0.0494      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0494   | 0.00331   | -0.000473 | -3.06e-07 | 0         | -0.0522   | 0         | 0         | 0         | 0
ChargedHadRecoResND           ( 1) | -0.0482      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0482   | 0.00198   | -0.00352  | -3.21e-07 | 0         | -0.0467   | 0         | 0         | 0         | 0
flux_Nov17_8                  (-1) | 0.0451       | 0.00363   | 0.000185  | -0.00222    | 0.00239   | 0.00112   | 0.000208  | 0.0398    | -0.0109   | 5.47e-05  | 9.9e-07   | 0.0443    | 0.00424   | 0.00241   | 0.000216  | -0.000797 | 0.000362
NR_nu_p_NC_1Pi                (-1) | -0.0428      | 0         | 0         | 0           | 0         | -0.0442   | 0         | 0.00137   | 0         | 0.00137   | 0         | 0         | 0         | 0         | 0         | 0         | 0
NuOnENCBkgSyst                (-1) | 0.0367       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0367    | 0         | 0.0367    | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_18                 (-1) | -0.0348      | 0.0039    | -0.00749  | 0.063       | 0.00228   | -0.0408   | -0.00609  | -0.0496   | -0.00773  | 0.00475   | -2.05e-06 | -0.00125  | 0.00115   | -0.0618   | 0.0121    | 0.00324   | -7.62e-05
ERecoScaleMuLArFD             (-1) | 0.0341       | 0         | 0         | 0           | 0         | 0         | 0.0341    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArSqrtFD         (-1) | 0.0341       | 0         | 0         | 0           | 0         | 0         | 0.0341    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_26                 (-1) | -0.0331      | -1.87e-06 | 0.00155   | 0.0107      | 0.00553   | 0.00225   | -0.00104  | -0.052    | -0.0153   | -0.000472 | -5.75e-07 | -0.0324   | 0.00171   | -0.0121   | 0.00337   | 0.00354   | -0.000406
FrPiProd_pi                   (-1) | 0.0318       | 0.00134   | 0.00106   | -0.0226     | 0.0011    | 0.0146    | 0.00114   | 0.0351    | 0.000353  | 0.000884  | -6.58e-09 | 0         | 0.00335   | 0.0103    | 0.0163    | -0.0158   | 0.0198
flux_Nov17_27                 (-1) | 0.0305       | -5.96e-06 | -0.000451 | -0.0239     | -0.00612  | -0.00808  | -0.00234  | 0.0714    | 0.0153    | 0.00128   | -5.92e-07 | 0.0576    | 0.000734  | -0.00622  | 0.00151   | 0.00123   | -7.42e-05
MuonRecoResND                 (-1) | 0.0289       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0289    | 0.00297   | 0.0178    | 1.65e-05  | 0         | 0.00812   | 0         | 0         | 0         | 0
ERecoScaleMuLArND             ( 1) | -0.0279      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0279   | 0.0278    | 0         | 0         | 0         | -0.0562   | 0         | 0         | 0         | 0
NR_nubar_p_CC_3Pi             ( 1) | 0.0271       | 0         | 0.00284   | 0.0272      | 0.00506   | 0         | 0         | -0.00806  | -0.00806  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_NC_2Pi             ( 1) | 0.0268       | 0         | 0         | 0           | 0         | 0.0276    | 0         | -0.000807 | 0         | -0.000807 | 0         | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrSqrtND            ( 1) | -0.0256      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0256   | 0.00254   | 0.000156  | -1.39e-07 | 0         | -0.0282   | 0         | 0         | 0         | 0
flux_Nov17_1                  (-1) | 0.0255       | 0.00823   | -0.00288  | 0.0217      | -0.00444  | -0.00802  | 0.000188  | 0.0107    | 0.0168    | 0.00107   | 1.41e-08  | 0.0212    | -0.000851 | -0.0368   | 0.00556   | 0.00369   | 3.01e-05
flux_Nov17_25                 (-1) | 0.0206       | 0.00305   | -0.000749 | -0.0285     | 0.00538   | -0.0118   | -0.00349  | 0.0567    | -0.0181   | 0.00149   | 1.05e-06  | 0.0758    | 0.000134  | -0.0101   | 0.0026    | 0.00518   | -0.00022
flux_Nov17_3                  ( 1) | 0.0203       | -0.00149  | 6.48e-05  | 0.0106      | -0.00126  | -0.000215 | -0.000262 | 0.0129    | 0.01      | -0.000198 | 4.08e-08  | -0.005    | -0.000255 | 0.00484   | 0.000959  | 0.00322   | -0.000554
FrPiProd_N                    (-1) | -0.0202      | -4.99e-05 | -0.0034   | -0.00226    | 0.000833  | -0.00399  | 0.00334   | -0.0147   | 0.00128   | 0.00155   | -2.73e-07 | 0         | 0.00399   | -8.3e-05  | 0.0104    | -0.0628   | 0.031
