= Evis bin 1: 0 - 0.5GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear  | XsecCorr
flux_Nov17_25                 ( 1) | -0.0707      | 0.00102   | -0.0695   | -0.0186     | -0.114    | 0.0782    | 0.00047   | 0.0522    | 0.0507    | -0.0256   | -1.43e-06 | 0.021     | 0.000694  | 0.00791   | -0.00188  | -0.000594 | 7.76e-05
flux_Nov17_5                  (-1) | 0.0672       | -0.0174   | 0.00226   | -0.00399    | 0.0022    | 0.000572  | 0.000157  | 0.0834    | -0.00303  | -0.000777 | -2.94e-07 | 0.083     | -0.000768 | 0.00544   | 1.44e-05  | -2.79e-05 | -1.08e-05
ERecoScaleMuLArInvSqrtFD      (-1) | -0.0666      | 0         | 0         | 0           | 0         | 0         | -0.0666   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArFD             (-1) | -0.0666      | 0         | 0         | 0           | 0         | 0         | -0.0666   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
MvNCRES                       ( 1) | 0.0653       | 0         | 0         | 0           | 0         | 0.132     | 0         | -0.0665   | 0         | -0.0665   | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrInel_pi                     (-1) | -0.0645      | -0.00161  | 0.168     | -0.175      | 0.193     | -0.643    | 0.0392    | 0.354     | 0.00249   | 0.114     | -7.37e-06 | 0         | -0.012    | 0.228     | 0.013     | 0.0336    | -0.027
flux_Nov17_7                  (-1) | 0.064        | -0.0183   | -0.00433  | 0.00913     | -0.00931  | -0.00313  | 0.000239  | 0.0898    | 0.00078   | -0.000505 | -2.33e-06 | 0.085     | -0.000799 | 0.00569   | -1.81e-05 | 9.87e-05  | -3.01e-05
flux_Nov17_0                  ( 1) | 0.0603       | -0.00215  | -0.00131  | -0.0014     | -0.000344 | 0.000913  | -0.000682 | 0.0653    | -1.18e-05 | 4.86e-05  | 2.75e-06  | 0.0626    | -0.000232 | 0.00354   | -0.000208 | -0.000339 | -4.82e-05
EMRecoUncorrSqrtND            (-1) | -0.0522      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0522   | -0.0249   | 0.00116   | -4.21e-05 | 0         | -0.0285   | 0         | 0         | 0         | 0
ChargedHadRecoResND           (-1) | -0.0379      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0379   | -0.0134   | -0.00405  | -4.8e-05  | 0         | -0.0205   | 0         | 0         | 0         | 0
NR_nubar_n_CC_3Pi             ( 1) | 0.0238       | 0.000337  | 0.037     | 0           | 0         | 0         | 0         | -0.0135   | 0         | 0         | 0         | 0         | -0.00252  | 0.0702    | -0.0543   | -0.0321   | 0.00538
EMRecoResND                   (-1) | 0.0212       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0212    | 0.00718   | 0.00523   | 0.000113  | 0         | 0.00868   | 0         | 0         | 0         | 0
ERecoScaleMuLArSqrtFD         ( 1) | 0.0145       | 0         | 0         | 0           | 0         | 0         | 0.0145    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_3Pi             ( 1) | 0.0136       | -0.000906 | 0.0234    | 0           | 0         | 0         | 0         | -0.00889  | 0         | 0         | -5e-08    | 0         | -0.00437  | 0.0299    | -0.0307   | -0.0137   | 0.0101
FrPiProd_N                    ( 1) | 0.0111       | 0.00148   | 0.111     | -0.0794     | -0.0458   | 0.0802    | 0.0113    | -0.0677   | -0.00628  | -0.00994  | -3.99e-08 | 0         | 0.00305   | -0.0365   | -0.00186  | -0.018    | 0.00174
flux_Nov17_24                 (-1) | 0.0028       | -0.00189  | -0.028    | 0.027       | 0.0165    | -0.0214   | -0.00171  | 0.0123    | 0.0108    | 0.00372   | -2.69e-06 | -0.00125  | -1.34e-05 | -0.00178  | 0.000296  | 0.000293  | 5.22e-05
flux_Nov17_8                  ( 1) | -0.00027     | -0.00556  | 0.00255   | -3.09e-05   | 0.00532   | -0.0103   | 0.000164  | 0.00754   | -0.00269  | 0.00356   | -1.27e-06 | 0.00749   | -3.19e-05 | -0.00123  | -2.88e-05 | 0.000422  | 7.09e-05
NuOnERecoEffSyst              (-1) | -9.17e-05    | 0         | 0         | 0           | 0         | 0         | 0         | -9.17e-05 | 0         | 0         | 0         | 0         | 0         | -9.17e-05 | 0         | 0         | 0
NuOnECCBkgSyst                (-1) | -3.83e-05    | 0         | 0         | 0           | 0         | 0         | 0         | -3.83e-05 | 0         | 0         | -3.83e-05 | 0         | 0         | 0         | 0         | 0         | 0

= Evis bin 3: 1 - 1.25GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear  | XsecCorr
EMRecoUncorrSqrtFD            (-1) | 5.64         | -0.0245   | -0.0472   | 1.76        | 1.73      | 0.306     | 0.2       | 1.72      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 1.72      | 0
RecoEnergyScaleFD             (-1) | 4.84         | -0.00304  | -0.0182   | 1.73        | 1.64      | 0.0438    | 0.2       | 1.25      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 1.25      | 0
EMRecoUncorrFD                (-1) | 4.78         | -0.00899  | -0.0846   | 1.56        | 1.58      | 0.219     | 0.2       | 1.3       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 1.3       | 0
EMRecoUncorrInvSqrtFD         (-1) | 4.47         | 4.84e-05  | -0.0998   | 1.74        | 1.41      | 0.131     | 0.2       | 1.09      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 1.09      | 0
RecoEnergyInvSqrtFD           (-1) | 4.45         | 0.00532   | -0.0301   | 1.92        | 1.52      | -0.219    | 0.2       | 1.05      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 1.05      | 0
MaCCQE                        ( 1) | 3.87         | -0.0564   | 0.26      | 1.99        | 1.69      | 0         | 3.06e-06  | -0.0129   | -0.715    | 0         | 0         | 0         | 0.0977    | 0.171     | 0.0856    | 0.372     | -0.0173
RecoEnergySqrtFD              (-1) | 3.69         | -0.0102   | -0.0442   | 1.94        | 0.814     | 0.263     | -1.28e-06 | 0.729     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.729     | 0
MvCCRES                       ( 1) | 3.23         | -0.0233   | 0.605     | 1.05        | 1.52      | 0         | 0.177     | -0.0912   | -0.552    | 0         | 2.39e-05  | 0         | -0.0476   | 0.559     | -0.00103  | -0.0389   | -0.00611
flux_Nov17_13                 ( 1) | 3.1          | -0.0162   | 0.228     | 1.74        | 1.74      | 0.66      | 0.126     | -1.38     | -0.787    | -0.234    | 2.3e-05   | -0.338    | 0.00335   | -0.0406   | 0.00725   | -0.00345  | 0.000723
MaNCRES                       ( 1) | 2.05         | 0         | 0         | 0           | 0         | 2.99      | 0         | -0.936    | 0         | -0.936    | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_14                 ( 1) | -1.93        | 0.0133    | -0.243    | -0.46       | -1.19     | -0.471    | -0.0568   | 0.478     | 0.451     | 0.145     | -1.81e-05 | -0.0821   | 0.0074    | -0.0412   | 0.00258   | -0.00371  | 0.000175
ChargedHadRecoUncorrInvSqrtFD (-1) | 1.47         | 0.0105    | -0.191    | 0.199       | 0.93      | 0.0438    | 0.141     | 0.333     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.333     | 0
ChargedHadRecoUncorrFD        (-1) | 1.32         | 0.00433   | -0.208    | 0.00294     | 0.653     | 0.481     | 0.141     | 0.245     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.245     | 0
ERecoScaleMuLArSqrtND         (-1) | -1.3         | 0         | 0         | 0           | 0         | 0         | 0         | -1.3      | -0.0804   | 0         | 0         | 0         | -1.22     | 0         | 0         | 0         | 0
flux_Nov17_10                 ( 1) | 1.07         | 0.00257   | 0.0811    | 0.494       | 0.499     | 0.271     | 0.0368    | -0.312    | -0.209    | -0.0922   | 9.19e-06  | -0.0111   | -7.18e-08 | -1.78e-06 | 1.93e-08  | 1.18e-07  | -1.53e-08
FrAbs_pi                      (-1) | -1.06        | 0.00893   | 0.111     | -0.421      | -0.523    | 0.648     | -0.148    | -0.736    | 0.047     | -0.278    | -2.2e-05  | 0         | -0.00341  | -0.209    | -0.0386   | -0.293    | 0.0388
NR_nu_p_CC_2Pi                (-1) | -1.02        | 0         | -0.0736   | -0.555      | -0.51     | 0         | -1.01e-06 | 0.121     | 0.121     | 0         | 1.11e-07  | 0         | 0         | 0         | 0         | 0         | 0
BeRPA_D                       (-1) | -0.951       | 0.0138    | -0.0292   | -0.477      | -0.371    | 0         | -2.26e-07 | -0.0879   | 0.161     | 0         | 0         | 0         | -0.0178   | -0.109    | -0.0215   | -0.106    | 0.00539
MuonRecoResFD                 (-1) | -0.948       | 0.00436   | -0.957    | 0.558       | -0.0434   | -0.525    | -8.07e-06 | 0.0141    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0141    | 0
NR_nubar_p_NC_2Pi             ( 1) | 0.932        | 0         | 0         | 0           | 0         | 1.01      | 0         | -0.0746   | 0         | -0.0746   | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArND             (-1) | -0.894       | 0         | 0         | 0           | 0         | 0         | 0         | -0.894    | -0.0344   | 0         | 0         | 0         | -0.857    | 0         | 0         | 0         | 0
ChargedHadRecoUncorrSqrtFD    (-1) | 0.891        | -0.00314  | -0.139    | -0.579      | 0.66      | 0.613     | 0.141     | 0.199     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.199     | 0
ChargedHadRecoUncorrND        ( 1) | 0.806        | 0         | 0         | 0           | 0         | 0         | 0         | 0.806     | 0.216     | 0.161     | 2.31e-05  | 0         | 0.442     | 0         | 0         | 0         | 0
NR_nubar_n_NC_2Pi             ( 1) | 0.75         | 0         | 0         | 0           | 0         | 1.07      | 0         | -0.318    | 0         | -0.318    | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_1Pi             (-1) | -0.737       | 0.0225    | -0.0951   | -0.598      | 0         | 0         | -0.023    | -0.0434   | 0         | 0         | 5.62e-07  | 0         | 0.147     | -0.296    | 0.0442    | 0.0887    | -0.0254
Theta_Delta2Npi               ( 1) | 0.735        | 0.000195  | 0.0666    | 0.493       | 0.326     | 0.0631    | -0.0398   | -0.174    | -0.0962   | -0.00429  | 0         | 0         | 8.63e-06  | 0.0124    | 0.0021    | -0.0622   | -0.0264
FrInel_pi                     ( 1) | -0.731       | 0.00418   | 0.0929    | -0.349      | -0.334    | 0.714     | -0.139    | -0.72     | -0.0771   | -0.164    | 1.32e-05  | 0         | 0.0209    | -0.254    | -0.028    | -0.244    | 0.0309
ChargedHadRecoUncorrInvSqrtND (-1) | -0.731       | 0         | 0         | 0           | 0         | 0         | 0         | -0.731    | -0.109    | 0.019     | 0.000246  | 0         | -0.615    | 0         | 0         | 0         | 0
NR_nu_n_CC_2Pi                ( 1) | 0.71         | 0         | 0.166     | 0.092       | 0.613     | 0         | 2.28e-06  | -0.16     | -0.16     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
BeRPA_B                       (-1) | -0.706       | 0.0186    | -0.0102   | -0.576      | -0.319    | 0         | -2.98e-08 | 0.18      | 0.184     | 0         | 0         | 0         | -0.0502   | 0.164     | -0.0317   | -0.0895   | 0.00573
ChargedHadRecoUncorrSqrtND    ( 1) | 0.664        | 0         | 0         | 0           | 0         | 0         | 0         | 0.664     | 0.168     | 0.157     | 2.25e-05  | 0         | 0.344     | 0         | 0         | 0         | 0
NR_nubar_n_CC_1Pi             (-1) | -0.584       | 0.00697   | -0.013    | -0.186      | 0         | 0         | 0         | -0.392    | 0         | 0         | 9.11e-08  | 0         | 0.0253    | -0.259    | 0.0294    | -0.147    | -0.0413
EMRecoResFD                   ( 1) | -0.579       | 0.0172    | -0.0279   | -0.385      | -0.0112   | 0         | 0.049     | -0.221    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.221    | 0
ERecoScaleMuLArInvSqrtND      (-1) | -0.543       | 0         | 0         | 0           | 0         | 0         | 0         | -0.543    | 0.0327    | 0         | 0         | 0         | -0.574    | 0         | 0         | 0         | 0
flux_Nov17_4                  ( 1) | 0.542        | -0.0438   | 0.0231    | 0.491       | 0.604     | 0.0908    | 0.0217    | -0.645    | -0.282    | 0.0135    | 2.53e-05  | -0.304    | -0.0007   | -0.0721   | 0.00123   | -0.000725 | -6.07e-05
MaCCRES                       ( 1) | 0.496        | -0.00475  | 0.0951    | 0.178       | 0.261     | 0         | 0.0184    | -0.0516   | -0.0972   | 0         | 3.46e-06  | 0         | -0.0106   | 0.0668    | 0.000811  | -0.00418  | -0.00715
NR_nubar_n_NC_3Pi             ( 1) | 0.489        | 0         | 0         | 0           | 0         | 0.636     | 0         | -0.147    | 0         | -0.147    | 0         | 0         | 0         | 0         | 0         | 0         | 0
NuOnENCBkgSyst                (-1) | 0.464        | 0         | 0         | 0           | 0         | 0         | 0         | 0.464     | 0         | 0.464     | 0         | 0         | 0         | 0         | 0         | 0         | 0
BeRPA_A                       ( 1) | 0.459        | -0.0222   | 0.00356   | 0.61        | 0.284     | 0         | 2.62e-08  | -0.417    | -0.229    | 0         | 0         | 0         | 0.067     | -0.328    | 0.0304    | 0.0476    | -0.00408
nuenumu_xsec_ratio            (-1) | 0.433        | -0.00776  | 0         | 0           | 0.294     | 0         | 0         | 0.146     | 0         | 0         | 0         | 0         | 0         | 0         | -0.106    | -0.0542   | 0.309
flux_Nov17_11                 ( 1) | -0.432       | 0.0106    | -0.11     | -0.00627    | -0.41     | -0.0807   | -0.0085   | 0.173     | 0.148     | 0.0104    | 3.53e-06  | 0.0147    | 0.000355  | -0.00255  | 0.000329  | 0.00131   | 1.96e-05
RecoEnergyScaleND             (-1) | -0.422       | 0         | 0         | 0           | 0         | 0         | 0         | -0.422    | -0.103    | -0.0622   | 0.000245  | 0         | -0.251    | 0         | 0         | 0         | 0
flux_Nov17_12                 ( 1) | -0.419       | -0.0145   | -0.000434 | -0.193      | -0.0395   | -0.165    | -0.0169   | 0.0106    | 0.0355    | 0.0669    | 1.05e-06  | -0.0722   | -0.000864 | -0.0207   | 0.00137   | 0.000378  | 3.06e-05
NR_nu_n_CC_3Pi                ( 1) | 0.415        | 0         | 0.0777    | 0.191       | 0.21      | 0         | 1.07e-06  | -0.0637   | -0.0637   | 0         | 7.49e-08  | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_16                 (-1) | 0.414        | 0.00931   | 0.033     | -0.151      | 0.765     | 0.0699    | 0.029     | -0.342    | -0.313    | -0.0306   | -9.84e-06 | 0.00285   | -0.00212  | -0.0029   | 0.00116   | 0.00154   | 9.87e-05
CCQEPauliSupViaKF             (-1) | 0.4          | -0.0266   | 0.00204   | 0.653       | 0.237     | 0         | 2.78e-08  | -0.466    | -0.196    | 0         | -1.36e-05 | 0         | 0.0813    | -0.426    | 0.0352    | 0.0471    | -0.00728
NR_nubar_n_CC_2Pi             ( 1) | 0.367        | -0.00999  | 0.0478    | 0.298       | 0         | 0         | 0.152     | -0.121    | 0         | 0         | 0         | 0         | -0.0528   | 0.12      | -0.0677   | -0.105    | -0.0157
RecoEnergyInvSqrtND           ( 1) | 0.342        | 0         | 0         | 0           | 0         | 0         | 0         | 0.342     | 0.0673    | -0.00803  | 1.1e-05   | 0         | 0.29      | 0         | 0         | 0         | 0
NR_nu_n_NC_1Pi                ( 1) | 0.337        | 0         | 0         | 0           | 0         | 0.412     | 0         | -0.0748   | 0         | -0.0748   | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_19                 (-1) | 0.335        | -0.00464  | 0.0913    | -0.0583     | 0.26      | 0.0873    | 0.00304   | -0.0436   | -0.0708   | -0.0148   | -5.77e-06 | 0.0349    | 4.63e-05  | 0.00964   | -0.00173  | -0.000607 | -0.000175
ChargedHadRecoResFD           (-1) | 0.325        | -0.00173  | -0.0885   | 0           | 0.0937    | 0.175     | -1.05e-06 | 0.147     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.147     | 0
flux_Nov17_20                 ( 1) | -0.311       | 0.00251   | -0.0566   | 0.0156      | -0.289    | -0.0254   | -0.00913  | 0.0505    | 0.0562    | 0.00213   | -2.06e-06 | -0.00707  | -0.000119 | -0.00115  | -0.000305 | 0.000972  | -1.72e-05
FrInel_N                      ( 1) | -0.307       | -0.00444  | -0.0433   | -0.372      | 0.0633    | 0.0769    | 0.028     | -0.0557   | 0.00347   | 0.0613    | -1.01e-05 | 0         | 0.00243   | 0.0181    | 0.00752   | -0.15     | 0.00171
BhtBY                         (-1) | 0.3          | -0.000821 | 0.014     | 0.0936      | 0.113     | 0.0691    | 0.00578   | 0.00579   | -0.00831  | 0.00034   | -1.54e-08 | 0         | -0.000622 | -0.000656 | -0.0124   | 0.0211    | 0.00629
RecoEnergySqrtND              (-1) | -0.284       | 0         | 0         | 0           | 0         | 0         | 0         | -0.284    | -0.079    | -0.0972   | -9.86e-05 | 0         | -0.106    | 0         | 0         | 0         | 0
flux_Nov17_18                 ( 1) | 0.283        | -0.00915  | 0.121     | -0.257      | 0.275     | 0.142     | 0.00329   | 0.00885   | -0.062    | -0.0279   | -1.35e-05 | 0.0838    | 0.00138   | 0.0183    | -0.00287  | -0.00156  | -0.000286
NR_nu_p_CC_3Pi                ( 1) | 0.269        | 0         | 0.0766    | 0.0876      | 0.209     | 0         | 1.05e-06  | -0.104    | -0.104    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_21                 ( 1) | 0.253        | -0.0102   | 0.0233    | -0.00151    | 0.142     | 0.052     | -0.00041  | 0.0473    | -0.0232   | -0.00916  | 1.5e-05   | 0.0644    | 0.00141   | 0.0183    | -0.00216  | -0.00207  | -0.000189
E2p2h_A_nu                    ( 1) | -0.238       | 0         | 0         | -0.134      | -0.392    | 0         | 0         | 0.288     | 0.288     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_n_NC_3Pi                ( 1) | 0.232        | 0         | 0         | 0           | 0         | 0.239     | 0         | -0.00721  | 0         | -0.00721  | 0         | 0         | 0         | 0         | 0         | 0         | 0
nuenuebar_xsec_ratio          ( 1) | -0.219       | 0.00772   | 0         | -0.11       | 0.131     | 0         | 0         | -0.248    | 0         | 0         | 9.54e-07  | 0         | 0         | 0         | -0.00214  | 0.00182   | -0.248
C12ToAr40_2p2hScaling_nu      ( 1) | 0.21         | 0         | 0         | 0.0785      | 0.316     | 0         | 0         | -0.184    | -0.184    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_n_NC_2Pi                ( 1) | 0.209        | 0         | 0         | 0           | 0         | 0.238     | 0         | -0.0295   | 0         | -0.0295   | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrPiProd_N                    (-1) | 0.206        | -0.00149  | 0.00408   | 0.134       | 0.0136    | -0.0795   | 0.0122    | 0.123     | 0.00898   | 0.0285    | 1.06e-07  | 0         | -0.00401  | 0.0492    | 0.00602   | 0.0385    | -0.00423
AhtBY                         (-1) | -0.2         | 0.000489  | -0.0165   | -0.0566     | -0.0764   | -0.0422   | -0.00507  | -0.00401  | 0.00589   | 7.3e-05   | 6.14e-09  | 0         | -0.000919 | -0.000167 | 0.00612   | -0.0106   | -0.00445
flux_Nov17_27                 (-1) | -0.188       | -0.00583  | 0.00542   | -0.0658     | -0.0499   | -0.0303   | -0.00271  | -0.0386   | -0.00497  | 0.00952   | 3.6e-06   | -0.041    | -0.00048  | -0.00273  | 0.000406  | 0.000632  | 4.89e-05
CV1uBY                        (-1) | 0.188        | -0.000114 | 0.025     | 0.0307      | 0.0725    | 0.058     | 0.00205   | -0.000561 | -0.00565  | -0.00282  | 0         | 0         | -0.000432 | 0.00453   | -0.000268 | 0.00317   | 0.000906
FrCEx_N                       (-1) | -0.184       | -0.00542  | -0.0369   | -0.229      | -0.000667 | -0.0115   | 0.0414    | 0.0575    | -0.0632   | 0.0737    | 5.59e-06  | 0         | 0.0206    | 0.0147    | 0.0171    | 0.0234    | -0.0294
E2p2h_A_nubar                 (-1) | 0.184        | -0.0202   | 0.0036    | 0.28        | 0         | 0         | 0         | -0.0794   | 0         | 0         | 0         | 0         | 0.0513    | -0.179    | 0.0323    | 0.00583   | 0.0108
EMRecoUncorrInvSqrtND         (-1) | -0.17        | 0         | 0         | 0           | 0         | 0         | 0         | -0.17     | -0.076    | -0.00311  | -9.98e-05 | 0         | -0.0906   | 0         | 0         | 0         | 0
NR_nubar_p_NC_1Pi             ( 1) | 0.169        | 0         | 0         | 0           | 0         | 0.328     | 0         | -0.159    | 0         | -0.159    | 0         | 0         | 0         | 0         | 0         | 0         | 0
C12ToAr40_2p2hScaling_nubar   ( 1) | 0.167        | -0.0166   | 0.0115    | 0.237       | 0         | 0         | 0         | -0.0649   | 0         | 0         | 0         | 0         | 0.0331    | -0.167    | 0.0304    | 0.0295    | 0.00892
MuonRecoResND                 (-1) | 0.165        | 0         | 0         | 0           | 0         | 0         | 0         | 0.165     | -0.0132   | 0.191     | 0.000282  | 0         | -0.0142   | 0         | 0         | 0         | 0
CV2uBY                        (-1) | -0.164       | 9.99e-05  | -0.0218   | -0.0268     | -0.0633   | -0.0507   | -0.00179  | 0.000485  | 0.00494   | 0.00247   | 0         | 0         | 0.000378  | -0.00396  | 0.000235  | -0.00278  | -0.000793
flux_Nov17_2                  (-1) | 0.164        | 0.00247   | -0.00208  | 0.136       | 0.0436    | 0.00595   | 0.00211   | -0.0246   | -0.00438  | -0.00374  | 1.78e-06  | -0.0153   | -0.000102 | -0.00171  | -7.35e-05 | 0.000616  | 4.18e-05
FrPiProd_pi                   (-1) | 0.157        | 0.000378  | -0.0204   | 0.0264      | 0.0365    | 0.0866    | 0.0136    | 0.0137    | 0.00968   | -0.00528  | -1.7e-07  | 0         | -0.00555  | -0.0122   | 0.00393   | 0.0189    | 0.00424
NR_nubar_p_NC_3Pi             ( 1) | 0.155        | 0         | 0         | 0           | 0         | 0.239     | 0         | -0.0838   | 0         | -0.0838   | 0         | 0         | 0         | 0         | 0         | 0         | 0
E2p2h_B_nu                    (-1) | 0.153        | 0         | 0         | 0.0729      | 0.242     | 0         | 0         | -0.161    | -0.161    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_p_NC_1Pi                ( 1) | 0.144        | 0         | 0         | 0           | 0         | 0.153     | 0         | -0.00908  | 0         | -0.00908  | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_np_CC_1Pi               ( 1) | 0.142        | 0         | 0.00835   | 0.0336      | 0.118     | 0         | 0.00742   | -0.025    | -0.025    | 0         | -1.63e-06 | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrND                (-1) | -0.142       | 0         | 0         | 0           | 0         | 0         | 0         | -0.142    | -0.0656   | -0.00528  | -0.000101 | 0         | -0.0705   | 0         | 0         | 0         | 0
MvNCRES                       (-1) | 0.141        | 0         | 0         | 0           | 0         | 0.0819    | 0         | 0.0594    | 0         | 0.0594    | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrAbs_N                       ( 1) | 0.139        | -0.000935 | 0.0186    | -0.269      | 0.185     | 0.0379    | 0.0382    | 0.129     | -0.0311   | 0.0236    | -5.68e-06 | 0         | 0.0121    | -0.0394   | -0.000498 | 0.152     | 0.0124
flux_Nov17_15                 (-1) | 0.134        | 0.00514   | -0.0387   | 0.0806      | 0.042     | 0.237     | 0.0448    | -0.237    | -0.0315   | -0.102    | -3.79e-06 | -0.0985   | -0.00269  | -0.00684  | 0.00219   | 0.00234   | 0.000228
NR_nu_p_NC_2Pi                ( 1) | 0.133        | 0         | 0         | 0           | 0         | 0.175     | 0         | -0.0424   | 0         | -0.0424   | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_17                 ( 1) | -0.13        | -0.00524  | -0.00169  | -0.277      | 0.38      | -0.173    | -0.0241   | -0.0278   | -0.167    | 0.0749    | -5.96e-08 | 0.0644    | 0.00153   | 0.00281   | -0.00097  | -0.00113  | -6.8e-05
FrCEx_pi                      ( 1) | -0.128       | -9.11e-05 | 0.000573  | -0.14       | -0.0452   | 0.112     | -0.0416   | -0.0135   | 0.0466    | -0.0171   | -3.34e-05 | 0         | -0.0106   | 0.00156   | -0.0137   | -0.0305   | 0.0104
NR_nu_p_NC_3Pi                ( 1) | 0.12         | 0         | 0         | 0           | 0         | 0.179     | 0         | -0.059    | 0         | -0.059    | 0         | 0         | 0         | 0         | 0         | 0         | 0
E2p2h_B_nubar                 (-1) | 0.119        | -0.0125   | 0.00435   | 0.176       | 0         | 0         | 0         | -0.0495   | 0         | 0         | 0         | 0         | 0.0294    | -0.118    | 0.0214    | 0.0112    | 0.00678
flux_Nov17_9                  ( 1) | 0.115        | 0.0354    | 0.015     | 0.00979     | -0.0948   | 0.141     | 0.00143   | 0.00765   | 0.0437    | -0.0645   | -2.05e-06 | 0.0165    | 0.000597  | 0.0126    | -0.00298  | 0.00215   | -0.000391
VecFFCCQEshape                (-1) | 0.115        | -0.00186  | 0.00516   | 0.0337      | 0.0212    | 0         | 1.42e-07  | 0.0572    | 0.0101    | 0         | 0         | 0         | -0.00234  | 0.0462    | -0.000895 | 0.00531   | -0.0012
NR_nubar_n_NC_1Pi             ( 1) | 0.114        | 0         | 0         | 0           | 0         | 0.241     | 0         | -0.127    | 0         | -0.127    | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_6                  (-1) | -0.105       | -0.00337  | -0.0118   | -0.0698     | 0.0282    | -0.031    | 0.00186   | -0.0189   | -0.0305   | 0.0121    | 1.44e-06  | 0.00225   | -6.53e-05 | -0.0029   | 0.00072   | -0.000482 | 2.77e-05
flux_Nov17_26                 (-1) | 0.102        | 3.85e-05  | 0.0321    | 0.0219      | 0.0729    | -0.0128   | 0.00187   | -0.0139   | -0.0146   | 0.0101    | 1.1e-06   | -0.00314  | 0.000279  | -0.00731  | 0.00122   | -0.000666 | 0.000118
EMRecoUncorrSqrtND            (-1) | -0.0979      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0979   | -0.045    | 0.000113  | -0.000101 | 0         | -0.0528   | 0         | 0         | 0         | 0
flux_Nov17_3                  (-1) | -0.0969      | 0.000829  | -0.00555  | -0.0792     | -0.00923  | 0.00162   | 0.000753  | -0.00614  | 0.00511   | -0.00119  | -4.25e-06 | -0.00833  | -0.000236 | -0.00115  | 7.15e-05  | -0.000322 | 5.54e-05
FrElas_N                      ( 1) | 0.096        | -0.00243  | -0.0172   | 0.62        | -0.269    | -0.243    | -0.00296  | 0.00965   | 0         | 0         | 0         | 0         | 0         | 0         | 0.0209    | 0.052     | -0.0631
flux_Nov17_22                 ( 1) | 0.0916       | -0.00847  | 0.00966   | -0.0628     | 0.0562    | 0.0547    | -0.00569  | 0.048     | -0.0245   | -0.0147   | -7.07e-06 | 0.0672    | 0.000852  | 0.0243    | -0.00335  | -0.00139  | -0.000284
flux_Nov17_7                  ( 1) | 0.0912       | 0.0173    | 0.000574  | 0.00413     | 0.0104    | 0.00208   | 0.000187  | 0.0565    | 0.00131   | -0.000685 | 5.04e-06  | 0.0814    | 0.00113   | -0.0261   | -0.000152 | 2.11e-06  | 2.95e-05
